Suite,KEM,SIG,AEAD,Level,Base Handshake ms,XGB Handshake ms,TST Handshake ms,Δ XGB %,Δ TST %,Base Total Crypto ms,XGB Total Crypto ms,TST Total Crypto ms,Δ XGB %,Δ TST %,Base Throughput Mbps,XGB Throughput Mbps,TST Throughput Mbps,Δ XGB %,Δ TST %,Base Pkt Loss %,XGB Pkt Loss %,TST Pkt Loss %,Δ XGB %,Δ TST %,Base Drone CPU Avg %,XGB Drone CPU Avg %,TST Drone CPU Avg %,Δ XGB %,Δ TST %,Base Drone CPU Peak %,XGB Drone CPU Peak %,TST Drone CPU Peak %,Δ XGB %,Δ TST %,Base Drone Temp °C,XGB Drone Temp °C,TST Drone Temp °C,Δ XGB %,Δ TST %,Base GCS CPU Avg %,XGB GCS CPU Avg %,TST GCS CPU Avg %,Δ XGB %,Δ TST %,Base GCS CPU Peak %,XGB GCS CPU Peak %,TST GCS CPU Peak %,Δ XGB %,Δ TST %,Base MAV Drone Msgs RX,XGB MAV Drone Msgs RX,TST MAV Drone Msgs RX,Δ XGB %,Δ TST %,Base MAV Drone StreamHz,XGB MAV Drone StreamHz,TST MAV Drone StreamHz,Δ XGB %,Δ TST %,Base Power Avg W,XGB Power Avg W,TST Power Avg W,Δ XGB %,Δ TST %,Base Energy Total J,XGB Energy Total J,TST Energy Total J,Δ XGB %,Δ TST %,Base Suite Active ms,XGB Suite Active ms,TST Suite Active ms,Δ XGB %,Δ TST %
cs-mlkem1024-ascon128a-sphincs256s,ML-KEM-1024,SPHINCS+-SHA2-256s-simple,Ascon-128a,L5,1175.53723,1232.563419,1252.451591,+4.85,+6.54,1141.336819,1214.93405,1231.359029,+6.45,+7.89,0.020939494148634677,0.020380783086742845,0.0200454011209236,-2.67,-4.27,0,0,0,,,13.44074074074074,40.103571428571435,88.91785714285713,+198.37,+561.55,36.2,55.2,96.6,+52.49,+166.85,61.835,73.036,81.802,+18.11,+32.29,11.24230769230769,15.053846153846157,13.381481481481481,+33.90,+19.03,43.3,48.9,58.1,+12.93,+34.18,1164,1204,1229,+3.44,+5.58,84.43,84.09,84.61,-0.40,+0.21,0.0,0.0,0.0,,,0.0,0.0,0.0,,,9689.632355002686,9980.774494004436,10194.85710299341,+3.00,+5.21
cs-mlkem1024-chacha20poly1305-falcon1024,ML-KEM-1024,Falcon-1024,ChaCha20-Poly1305,L5,11.134266,12.71535,16.133964,+14.20,+44.90,2.729905,2.02225,3.0890779999999998,-25.92,+13.16,0.022703484245053845,0.022627262815026,0.021442807074723652,-0.34,-5.55,0,0,0,,,14.946428571428571,41.31785714285714,88.7148148148148,+176.44,+493.55,33.7,60.5,94.6,+79.53,+180.71,61.835,74.01,82.776,+19.69,+33.87,10.588461538461539,10.457692307692309,8.603846153846154,-1.24,-18.74,53.9,52.1,25.9,-3.34,-51.95,1208,1209,1203,+0.08,-0.41,84.45,84.33,85.86,-0.14,+1.67,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10988.269346999004,11033.062286005588,10619.878227997106,+0.41,-3.35
cs-mlkem1024-chacha20poly1305-mldsa87,ML-KEM-1024,ML-DSA-87,ChaCha20-Poly1305,L5,18.880799,14.384537,15.869558,-23.81,-15.95,4.271867,3.3155799999999997,3.275748,-22.39,-23.32,0.0229221929564549,0.022482853211123414,0.021642588126203552,-1.92,-5.58,0,0,0,,,13.603571428571428,39.739285714285714,89.0296296296296,+192.12,+554.46,35.5,60.9,95.1,+71.55,+167.89,61.348,73.523,83.263,+19.85,+35.72,10.803846153846154,9.974074074074075,15.663999999999996,-7.68,+44.99,35.7,39.4,62.5,+10.36,+75.07,1225,1225,1188,+0.00,-3.02,85.6,85.45,84.95,-0.18,-0.76,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10993.014519975986,11021.732769993832,10675.98748599994,+0.26,-2.88
cs-mlkem1024-chacha20poly1305-sphincs256s,ML-KEM-1024,SPHINCS+-SHA2-256s-simple,ChaCha20-Poly1305,L5,1145.156444,1091.196734,1364.182877,-4.71,+19.13,1126.4737460000001,1074.064435,1336.33573,-4.65,+18.63,0.02104972089827264,0.020624578283387606,0.020232429809137305,-2.02,-3.88,0,0,0,,,14.789655172413791,40.65517241379311,88.2076923076923,+174.89,+496.41,36.9,64.5,93.1,+74.80,+152.30,62.809,74.497,83.75,+18.61,+33.34,8.748148148148148,13.60740740740741,8.1,+55.55,-7.41,15.4,57.0,16.3,+270.13,+5.84,1268,1269,1138,+0.08,-10.25,85.45,85.37,84.6,-0.09,-0.99,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10717.861822980922,10938.793361012358,8929.82215702068,+2.06,-16.68
cs-mlkem512-aesgcm-falcon512,ML-KEM-512,Falcon-512,AES-256-GCM,L1,12.80359,11.60044,81.383999,-9.40,+535.63,5.687285,4.758667999999999,66.200595,-16.33,+1064.01,0.0215488613308767,0.02252544704399631,0.02006677691168771,+4.53,-6.88,0,0,0,,,14.274074074074077,40.24642857142857,89.30769230769229,+181.95,+525.66,36.0,61.0,96.0,+69.44,+166.67,59.887,72.062,83.263,+20.33,+39.03,11.092307692307694,6.6269230769230765,7.416,-40.26,-33.14,39.3,13.8,12.0,-64.89,-69.47,1162,1204,1162,+3.61,+0.00,84.29,84.1,85.73,-0.23,+1.71,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10490.0206339953,11012.966779991984,10217.48539400869,+4.99,-2.60
cs-mlkem512-aesgcm-mldsa44,ML-KEM-512,ML-DSA-44,AES-256-GCM,L1,14.341057,13.513738,18.677229,-5.77,+30.24,2.452825,1.875631,2.775188,-23.53,+13.14,0.022825906211414712,0.022832737655846102,0.02213982360909884,+0.03,-3.01,0,0,0,,,15.089285714285717,40.23928571428571,88.55000000000003,+166.67,+486.84,36.8,58.8,96.1,+59.78,+161.14,61.348,73.523,82.289,+19.85,+34.13,10.562962962962963,12.770370370370372,16.37307692307692,+20.90,+55.00,54.1,100.0,56.0,+84.84,+3.51,1231,1225,1248,-0.49,+1.38,85.95,85.42,85.82,-0.62,-0.15,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11002.936648990726,10906.44511199207,11201.895931008039,-0.88,+1.81
cs-mlkem512-aesgcm-sphincs128s,ML-KEM-512,SPHINCS+-SHA2-128s-simple,AES-256-GCM,L1,655.132674,630.635313,726.627203,-3.74,+10.91,644.781687,616.12154,706.856442,-4.44,+9.63,0.02190416993554937,0.020813682359006647,0.021451784929074347,-4.98,-2.07,0,0,0,,,15.233333333333338,41.36785714285715,89.6230769230769,+171.56,+488.34,38.8,63.1,96.6,+62.63,+148.97,60.861,73.523,83.75,+20.80,+37.61,11.280769230769234,14.453846153846154,13.376000000000001,+28.13,+18.57,23.9,50.1,39.0,+109.62,+63.18,1182,1228,1165,+3.89,-1.44,85.62,85.61,86.0,-0.01,+0.44,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10306.348090991378,10821.34319699253,9629.781422991073,+5.00,-6.56
cs-mlkem512-ascon128a-falcon512,ML-KEM-512,Falcon-512,Ascon-128a,L1,8.993277,9.198029,14.954745,+2.28,+66.29,1.851075,2.085082,2.124117,+12.64,+14.75,0.021549257957615666,0.022675864480700886,0.0213149415015535,+5.23,-1.09,0,0,0,,,14.0962962962963,40.53214285714285,88.5111111111111,+187.54,+527.90,36.2,60.8,93.7,+67.96,+158.84,60.374,73.036,82.289,+20.97,+36.30,11.02692307692308,11.784615384615384,10.957692307692307,+6.87,-0.63,22.5,68.8,31.8,+205.78,+41.33,1164,1204,1199,+3.44,+3.01,84.39,84.07,85.65,-0.38,+1.49,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10489.827559009427,10955.083993001608,10668.57255899231,+4.44,+1.70
cs-mlkem512-ascon128a-mldsa44,ML-KEM-512,ML-DSA-44,Ascon-128a,L1,12.065749,16.568872,21.243033,+37.32,+76.06,1.9241329999999999,3.2439529999999994,2.381539,+68.59,+23.77,0.022863016001905913,0.021699090865087645,0.02013751296251834,-5.09,-11.92,0,0,0,,,13.696428571428571,39.36206896551724,89.11428571428569,+187.39,+550.64,34.0,61.2,96.5,+80.00,+183.82,61.348,73.036,82.289,+19.05,+34.13,14.98076923076923,10.703703703703702,7.234615384615383,-28.55,-51.71,69.6,34.2,14.9,-50.86,-78.59,1221,1269,1248,+3.93,+2.21,85.35,85.43,85.78,+0.09,+0.50,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10998.723876982694,11541.128684009891,11203.369572991505,+4.93,+1.86
cs-mlkem512-ascon128a-sphincs128s,ML-KEM-512,SPHINCS+-SHA2-128s-simple,Ascon-128a,L1,648.321181,644.709223,769.923539,-0.56,+18.76,630.061911,634.232829,730.165152,+0.66,+15.89,0.02194612210977191,0.020855726206849265,0.02121127859278102,-4.97,-3.35,0,0,0,,,14.586206896551728,40.535714285714285,88.45714285714287,+177.90,+506.44,37.6,60.5,95.0,+60.90,+152.66,61.348,73.036,83.263,+19.05,+35.72,11.110714285714284,10.266666666666671,7.98148148148148,-7.60,-28.16,36.7,46.7,14.8,+27.25,-59.67,1271,1214,1251,-4.48,-1.57,85.71,84.68,85.86,-1.20,+0.18,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11305.8698370005,10824.46124200942,10808.212196978275,-4.26,-4.40
cs-mlkem512-chacha20poly1305-falcon512,ML-KEM-512,Falcon-512,ChaCha20-Poly1305,L1,8.836092,9.729271,15.006688,+10.11,+69.83,2.013429,2.053978,1.5668989999999998,+2.01,-22.18,0.022781066308638333,0.022541457505696298,0.021192708118336057,-1.05,-6.97,0,0,0,,,14.676666666666666,40.22142857142857,89.16896551724136,+174.05,+507.56,36.2,64.7,94.5,+78.73,+161.05,59.887,73.036,82.776,+21.96,+38.22,15.87857142857143,11.996153846153845,7.125925925925924,-24.45,-55.12,55.8,54.1,11.6,-3.05,-79.21,1316,1225,1271,-6.91,-3.42,85.79,85.58,84.35,-0.24,-1.68,0.0,0.0,0.0,,,0.0,0.0,0.0,,,12013.485070987372,11009.048546984559,11727.052465983434,-8.36,-2.38
cs-mlkem512-chacha20poly1305-mldsa44,ML-KEM-512,ML-DSA-44,ChaCha20-Poly1305,L1,12.088399,13.219071,16.098223,+9.35,+33.17,1.500625,2.496808,2.9591309999999997,+66.38,+97.19,0.02255664236936633,0.021548712513174712,0.02044305379377994,-4.47,-9.37,0,0,0,,,14.32,41.00344827586206,89.1535714285714,+186.34,+522.58,38.0,62.6,93.5,+64.74,+146.05,59.887,73.036,82.776,+21.96,+38.22,10.864285714285716,9.63703703703704,8.01923076923077,-11.30,-26.19,32.2,51.4,15.4,+59.63,-52.17,1311,1249,1229,-4.73,-6.25,85.48,84.28,85.04,-1.40,-0.51,0.0,0.0,0.0,,,0.0,0.0,0.0,,,12019.874038000125,11514.377012004843,11131.800673989346,-4.21,-7.39
cs-mlkem512-chacha20poly1305-sphincs128s,ML-KEM-512,SPHINCS+-SHA2-128s-simple,ChaCha20-Poly1305,L1,627.6472,650.040043,723.712989,+3.57,+15.31,616.892838,636.0093360000001,709.039852,+3.10,+14.94,0.02091787171895123,0.019923899072013727,0.020961826632408975,-4.75,+0.21,0,0,0,,,14.20714285714286,39.403703703703705,89.43928571428572,+177.35,+529.54,36.2,61.0,95.6,+68.51,+164.09,60.374,74.497,82.289,+23.39,+36.30,12.055555555555559,9.773076923076923,14.885185185185184,-18.93,+23.47,59.9,21.5,56.4,-64.11,-5.84,1206,1184,1227,-1.82,+1.74,84.32,85.56,84.69,+1.47,+0.44,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10792.302535992349,10331.712646002416,10762.802495999495,-4.27,-0.27
cs-mlkem768-aesgcm-mldsa65,ML-KEM-768,ML-DSA-65,AES-256-GCM,L3,12.709759,15.739297,23.469557,+23.84,+84.66,2.708081,4.853275,4.8788279999999995,+79.21,+80.16,0.021598559878981283,0.022506604324141467,0.020207740112053438,+4.20,-6.44,0,0,0,,,14.717241379310348,40.160714285714285,87.81071428571428,+172.88,+496.65,36.5,61.4,94.1,+68.22,+157.81,60.374,74.497,82.289,+23.39,+36.30,8.292592592592593,9.3,13.684615384615386,+12.15,+65.02,13.4,15.7,61.3,+17.16,+357.46,1269,1225,1231,-3.47,-2.99,85.57,85.54,84.97,-0.04,-0.70,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11505.211523006437,11023.608733987203,11171.560933988076,-4.19,-2.90
cs-mlkem768-aesgcm-sphincs192s,ML-KEM-768,SPHINCS+-SHA2-192s-simple,AES-256-GCM,L3,1249.508578,1352.774167,1652.853755,+8.26,+32.28,1232.798986,1340.5801559999998,1632.927772,+8.74,+32.46,0.020210959335397388,0.020323723845345434,0.021446768221708903,+0.56,+6.11,0,0,0,,,14.256666666666664,41.396428571428565,88.96785714285714,+190.37,+524.04,35.5,71.9,94.1,+102.54,+165.07,60.374,73.523,82.289,+21.78,+36.30,7.867857142857143,14.962962962962957,7.537037037037037,+90.18,-4.20,13.1,70.8,12.7,+440.46,-3.05,1315,1208,1229,-8.14,-6.54,85.77,84.35,84.49,-1.66,-1.49,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11222.82204599469,9983.209845988313,9536.914740980137,-11.05,-15.02
cs-mlkem768-ascon128a-mldsa65,ML-KEM-768,ML-DSA-65,Ascon-128a,L3,13.159759,13.318832,24.110853,+1.21,+83.22,2.2042210000000004,1.659331,2.479268,-24.72,+12.48,0.02161894440323913,0.02146524812303784,0.01997801804626749,-0.71,-7.59,0,0,0,,,14.877777777777778,39.47777777777778,88.14999999999999,+165.35,+492.49,35.4,60.8,95.6,+71.75,+170.06,61.835,74.497,82.776,+20.48,+33.87,16.96538461538461,15.91153846153846,8.684000000000001,-6.21,-48.81,48.2,41.0,23.5,-14.94,-51.24,1170,1183,1144,+1.11,-2.22,84.86,85.53,84.68,+0.79,-0.21,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10488.578709977446,10516.347107011825,10163.170316984178,+0.26,-3.10
cs-mlkem768-ascon128a-sphincs192s,ML-KEM-768,SPHINCS+-SHA2-192s-simple,Ascon-128a,L3,1337.450004,1351.335264,1478.198914,+1.04,+10.52,1322.7466200000001,1333.595449,1463.480887,+0.82,+10.64,0.021374642882177233,0.020290252518289895,0.0206277635731944,-5.07,-3.49,0,0,0,,,13.844444444444445,40.83571428571429,88.78076923076922,+194.96,+541.27,36.3,60.1,94.6,+65.56,+160.61,61.348,73.523,82.776,+19.85,+34.93,10.603846153846153,13.10740740740741,7.803999999999998,+23.61,-26.40,32.8,38.0,14.5,+15.85,-55.79,1186,1208,1144,+1.85,-3.54,85.87,84.38,84.58,-1.74,-1.50,0.0,0.0,0.0,,,0.0,0.0,0.0,,,9508.46295399242,9999.678407999454,8822.672382986639,+5.17,-7.21
cs-mlkem768-chacha20poly1305-mldsa65,ML-KEM-768,ML-DSA-65,ChaCha20-Poly1305,L3,12.261294,11.832219,23.625947,-3.50,+92.69,2.085288,1.926031,3.590991,-7.64,+72.21,0.021556350427613488,0.021656032009109507,0.020328289162123675,+0.46,-5.70,0,0,0,,,13.917241379310344,41.251724137931035,89.57142857142854,+196.41,+543.60,36.1,64.5,96.0,+78.67,+165.93,62.809,74.01,82.776,+17.83,+31.79,15.722222222222221,10.725925925925926,8.23846153846154,-31.78,-47.60,60.4,30.0,14.6,-50.33,-75.83,1251,1251,1252,+0.00,+0.08,84.42,84.37,85.95,-0.06,+1.81,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11495.45238801511,11511.61948297522,11178.904342988972,+0.14,-2.75
cs-mlkem768-chacha20poly1305-sphincs192s,ML-KEM-768,SPHINCS+-SHA2-192s-simple,ChaCha20-Poly1305,L3,1305.769556,1224.472286,1537.81282,-6.23,+17.77,1289.307508,1205.283893,1518.483591,-6.52,+17.78,0.019896449937551346,0.021124769758671485,0.01970038777265321,+6.17,-0.99,0,0,0,,,14.425000000000002,39.65517241379311,88.70689655172414,+174.91,+514.95,34.7,62.6,95.0,+80.40,+173.78,61.835,73.036,83.263,+18.11,+34.65,10.253846153846153,11.003703703703705,13.814814814814815,+7.31,+34.73,34.2,27.5,61.4,-19.59,+79.53,1204,1268,1289,+5.32,+7.06,84.16,85.4,85.63,+1.47,+1.75,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10197.598095983267,10732.424664980499,10323.857700015651,+5.24,+1.24
